mass,0.001,0.005,0.01,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.3,0.325,0.35,0.375,0.4,0.425,0.45,0.475,0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.825,0.85,0.875,0.9,0.925,0.95,0.975
0.05,3.914231906,3.870862221,3.818986054,3.676899703,3.47346267,3.299043956,3.14581833,3.009112239,2.885875415,2.773856007,2.671313907,2.576884174,2.489503912,2.408306042,2.33255391,2.261941555,2.19680186,2.136135532,2.078724158,2.024963818,1.975428741,1.929034356,1.8848749545584211,1.8428783649819678,1.8029778149749822,1.7651538663844093,1.731522192689817,1.7027220531051899,1.6715241053401395,1.6394236743518908,1.607952996114988,1.5787200225522466,1.5579476415458409,1.551532239468566,1.5227861925550703,1.4948873337448727,1.4951438469203364,1.4824687693266632,1.4609374429034307,1.4409427711337859,1.4113095693103417,1.3706221783611694
0.052748818,3.921268269,3.877774744,3.825790215,3.683612087,3.480194786,3.305873899,3.152756265,3.016163112,2.893042564,2.781105316,2.67862222,2.584238797,2.496882812,2.415687576,2.339983441,2.27020548,2.205739082,2.144970323,2.088055189,2.035904613,1.987220398,1.940687104,1.896152812,1.8537597815002727,1.8134441650288755,1.7751810004981288,1.7406890146978886,1.7106668110124428,1.6789148529512437,1.6465613887018882,1.6149120590685333,1.58543819725561,1.5640064791170252,1.5565861940466714,1.5277727590783456,1.4998084892539163,1.4990336040908483,1.4859295599757647,1.4642520923204174,1.4441087105228791,1.4144910745468566,1.3739322113492105
0.055648756,3.928548586,3.884926264,3.832829151,3.690553438,3.487151304,3.312918327,3.159898091,3.023413937,2.900399958,2.788548342,2.686116165,2.591768388,2.504435543,2.423232805,2.348097508,2.279243366,2.214799826,2.154329397,2.09915727,2.047978979,1.999148554,1.952479107,1.90781291,1.865010002,1.824265251211502,1.7855479843894189,1.7501665279149479,1.7188808406953608,1.686556095260357,1.6539410216905215,1.6221069856267776,1.5923840711353008,1.5702706689431558,1.5618114423683072,1.5329283353609957,1.5048964375460394,1.5030551968481003,1.489507647244117,1.4676790851901105,1.4473819531339085,1.417780410578762,1.3773544313252764
0.058708122,3.936101998,3.892345788,3.840131738,3.697744531,3.494350682,3.320198602,3.167263224,3.030883899,2.907965067,2.796188017,2.693808558,2.599488481,2.512162518,2.431119423,2.357032772,2.288542849,2.224136881,2.165417265,2.111493161,2.060181467,2.011209407,1.964403874,1.919606783,1.876677973,1.835488153,1.7962999218651305,1.7599959663131948,1.7273998790676086,1.6944810771457226,1.6615946800080719,1.6295690788747061,1.599587863718731,1.5767674647376526,1.567230718007049,1.538275351853313,1.5101733148413272,1.5072261220016616,1.4932185983746853,1.4712333313865966,1.4507767399171878,1.421191888374282,1.3809037273979465
0.06193568,3.943960502,3.900065777,3.847731282,3.70521952,3.501819555,3.327740455,3.174885725,3.038604261,2.915766942,2.804049702,2.701711911,2.60741646,2.520081595,2.43980145,2.366580337,2.297960195,2.235028742,2.177975822,2.123976335,2.072515273,2.023399852,1.976457352,1.931529836,1.888474529,1.847165618,1.807487347,1.770223528224395,1.7362639655846566,1.7027270459990576,1.6695583358262804,1.637333410628792,1.6070834328100045,1.583527401421776,1.5728694915425723,1.543838939517196,1.5156639224476567,1.5115659828875736,1.4970798548269455,1.4749315358566195,1.4543090263606846,1.4247415418690932,1.3845967812483975
0.065340679,3.952175647,3.908136385,3.855675934,3.713023887,3.509601389,3.335581995,3.182799125,3.046611674,2.92385234,2.812184217,2.709877572,2.615589845,2.528452498,2.449388822,2.376294071,2.308478442,2.247687543,2.190759181,2.136595807,2.08497983,2.035718634,1.988637823,1.94357718,1.900399831,1.858973367,1.819183045,1.780915754,1.745530769849218,1.7113476499596074,1.6778838005603778,1.6454504955051465,1.6149195444597202,1.590594459033648,1.578764448743789,1.5496552949634987,1.5214039821688148,1.5161030145701755,1.5011165378725762,1.4787977590583126,1.4580017934625504,1.4284524650511004,1.3884576198249152
0.068932871,3.96117775,3.916999577,3.864420021,3.721638946,3.518187844,3.344189932,3.191434105,3.055281278,2.932530233,2.820849096,2.718512656,2.624169995,2.537843428,2.459546654,2.386513176,2.321024453,2.260894076,2.203779659,2.149436055,2.097647544,2.048219749,2.000979487,1.955774242,1.912461998,1.870910807,1.831006242,1.792631027,1.755684235,1.7207930854509852,1.6870058574883522,1.6543442344970438,1.6235054263108455,1.598337702673219,1.5852234437542703,1.5560281674924292,1.5276932588901404,1.521074155835505,1.5055394564385056,1.4830339079423092,1.46204788972274,1.4325184545907557,1.3926878688752147
0.072722549,3.971588819,3.927235412,3.874497722,3.731484852,3.527872828,3.353796141,3.20099571,3.064816024,2.942021149,2.830279361,2.727863341,2.633570485,2.548519305,2.470184105,2.398721387,2.334813714,2.274442124,2.217105285,2.162558729,2.110576768,2.060965025,2.013556011,1.968191736,1.924726341,1.883027796,1.842979003,1.804472702,1.767414774,1.731705621,1.6975447861166324,1.6646193820009711,1.6334248991615754,1.6072836556214591,1.5926856738152482,1.563390898208739,1.5349594093880932,1.5268174331917055,1.510649359113206,1.4879280311756666,1.4667224406541777,1.4372159886995761,1.3975751758908328
0.07672057,3.982798636,3.938240759,3.885313497,3.741984545,3.538127052,3.363921575,3.211050993,3.074823982,2.951970878,2.84015973,2.737654173,2.644058245,2.559818792,2.481878065,2.41301541,2.349078953,2.288455804,2.230869083,2.17607341,2.123851462,2.07402092,2.026414987,1.980866848,1.937225862,1.895363255,1.85516188,1.816510183,1.779308993,1.743465533,1.70890208,1.6756924117189926,1.6441146355007625,1.6169242766260743,1.6007273583941153,1.5713253571541048,1.5427897885012587,1.5330066855425588,1.5161560541899948,1.4932021911802715,1.4717599782041182,1.4422782941086718,1.402841990387106
